Pitcher,PitcherTeam,Overall_StuffPlus,Overall_PitchingPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Kendall Hoffman,HOU_COU,106.9,107.2,597,6,86.5,5.8
Andrew Perry,BEL_BRU,102.6,107.2,618,5,79.5,5.0
Sawyer Patrick,VIR_WIS,111.9,107.2,9,3,83.3,5.8
Luke Wallin,HOP_INT,112.0,107.2,40,3,84.9,5.4
Charlie Walker,NOR_HUS,99.8,107.2,109,5,79.2,6.5
Blayne Newman,USC_PAC,108.6,107.2,125,5,83.0,5.2
Christopher Peguero,DAY_FLY,102.7,107.2,867,10,85.2,5.8
Brandon Cahill,WAL_UNI,104.4,107.2,96,3,87.4,6.0
Kade Finazzo,CAL_LAN,104.4,107.2,75,3,81.7,6.7
Jack Sheldon,FAI_STA,103.9,107.2,292,6,84.7,5.5
Danny Suarez,CAL_ANT,114.2,107.2,237,7,83.6,6.0
Josh Cone,NOF_OSP,97.9,107.2,62,8,83.1,4.9
Peyton Jackson,MAR_THU,103.9,107.2,266,7,86.9,5.8
Isaac Yeager,STJ_HAW,96.9,107.2,55,2,85.9,5.8
Jack Hagan,ARL_MAV,99.8,107.2,443,7,87.4,5.5
Sam Bryan,PIT_PAN,101.9,107.2,321,9,88.2,5.7
Andrew Cutler,GEO_COL,109.4,107.2,692,9,87.4,5.8
Mason Phillips,UNI_WES,108.2,107.2,75,5,80.4,5.7
Chase Hoover,SAN_GAU,117.7,107.2,198,7,87.1,6.3
Cristofer Cespedes,MAR_TER,106.4,107.2,484,7,86.3,5.6
Douglas Bauer,OSU_BUC,109.1,107.2,615,9,87.6,6.1
Ned Frutchey,CAL_AGO,110.5,107.2,311,5,86.9,6.2
Trace Florio,LAF_LEP,98.3,107.1,868,6,81.6,5.5
Will Ray,WAK_DEA,104.6,107.1,106,5,85.8,5.5
Gavin Leblanc,JOH_MEL,100.8,107.1,20,1,87.6,5.8
Jake Gorelick,STE_HAT,100.3,107.1,222,5,85.9,5.2
Steve Svenson,SET_PIR,96.8,107.1,540,6,83.7,6.2
Ryder Edwards,GEO_FOX,105.4,107.1,251,4,86.4,6.5
Sam Murchison,UNC_SPA,109.5,107.1,1345,7,84.9,5.8
Bryson Dudley,TEX_BOB,119.3,107.1,637,9,90.1,6.1
Hayden Crews,FRE_BUL,105.0,107.1,409,8,85.1,6.7
Nicholas Robb,ARL_MAV,102.8,107.1,875,8,86.9,5.8
Walter Quinn,GRA_CAN,99.0,107.1,162,5,85.7,6.3
Gavyn Jones,OKL_SOO,105.4,107.1,393,7,89.8,6.1
Ryan Seo,CAL_FUL,101.5,107.1,190,5,83.1,5.8
Jack Berg,ARI_WIL,107.9,107.0,74,5,86.7,4.9
Christian Mitchelle,CIN_BEA,111.6,107.0,142,6,86.8,5.7
Rhett Hammontree,GEO_EAG,99.9,107.0,87,4,85.7,5.7
Kai Francis,GON_BUL,105.6,107.0,256,6,86.1,6.0
Austin Smith,SAN_TOR,115.2,107.0,799,7,85.3,5.6
Justin Byrd,GEO_BUL,111.1,107.0,291,7,87.6,5.6
Brady Mazzeo,SUN_C,94.0,107.0,19,3,81.8,6.6
Garrett McLaughlin,LIB_FLA,105.8,107.0,378,8,85.8,5.7
Max Jones,HAW_WAR,96.5,107.0,75,4,81.2,4.8
Colin Nowaczyk,NEB,100.3,107.0,176,4,84.1,5.4
John Damozonio,STM_GAE,111.8,107.0,749,7,85.9,5.7
Ian May,UCLA,102.5,107.0,953,8,82.1,6.5
Trey Baker,CHA_FOR,115.4,107.0,324,8,86.5,5.0
Felix Morin,CAN_GRI,93.9,107.0,250,5,79.8,5.8
Jackson Ugo,MUR_RAC,100.5,107.0,55,4,83.6,5.3
Jackson Bergman,TOL_ROC,101.0,107.0,719,5,85.3,6.0
Zachary Kittrell,ALA_CRI,115.1,107.0,104,3,88.6,5.8
Jonathan Oliger,ROS_FIG,88.8,107.0,17,3,79.3,5.2
Daren Barrera,UTR_VAQ,107.5,107.0,182,4,86.3,6.0
Nuno Parache,NIC_COL,97.7,107.0,563,7,84.2,5.8
Caedmon Parker,TCU_HFG,102.5,107.0,740,8,87.3,5.7
Gabe Watts,STB_BON,103.8,107.0,156,5,84.3,5.4
Mayson Dear,UNC_SPA,105.2,107.0,588,7,87.5,5.2
Chansen Cole,NEW_WLV,110.8,107.0,108,3,81.4,6.4
Payton Riske,UTA_UTE,103.0,107.0,89,3,85.5,5.9
Ethan Snyder,CAM_CAM,114.0,106.9,280,6,86.9,6.4
Huston Wynne,LIM_STO,87.2,106.9,46,3,74.1,5.5
Mario Pesca,OKL_COW,107.1,106.9,772,8,85.4,6.0
Eric Nachtsheim,MCN_COW,109.0,106.9,251,4,86.8,6.8
Mason Telford,WIU_LEA,92.3,106.9,72,8,80.2,5.1
Branton Little,WOF_TER,102.0,106.9,865,11,86.0,5.2
Alex Canney,OLE_REB,99.9,106.9,298,5,87.1,6.0
Jason Schaaf,MIS_BEA,101.8,106.9,747,8,83.1,5.2
Alex Urias-Calvillo,CSU_BAK,96.8,106.9,218,5,80.5,5.9
Caden Spivey,GIT_YEL,104.6,106.9,587,8,87.4,5.8
Addison Southwick,AUG_COL,90.4,106.9,17,3,80.8,6.3
Peter Schaefer,BOC_EAG,110.2,106.9,335,5,86.3,5.5
Merit Jones,UTA_UTE,102.0,106.9,1051,8,87.7,6.0
Michael Cunneely,GON_BUL,107.1,106.9,357,6,85.2,6.2
Ty Roder,BGS_FAL,102.8,106.9,250,4,86.9,6.4
Mason Swinney,DAL_PAT,114.3,106.9,259,6,86.6,5.6
Matthew Bienvenu,NEW_PRI,110.5,106.9,257,6,88.6,5.7
Landon Carr,NOR_WOL,115.2,106.9,15,4,87.6,6.1
Jonathan Gonzalez,STE_HAT,101.7,106.9,801,6,83.1,5.8
Jackson Thomas,WAS_HUS,102.9,106.8,785,7,85.8,6.2
Demitri Diamant,UTA_UTE,108.2,106.8,195,7,85.3,5.6
Coulson Buchanan,ALA_CRI,106.9,106.8,341,5,85.1,5.6
Reid Dittner,LON_LAN,112.7,106.8,689,8,86.5,5.9
Henry Prindl,CRE_BLU,107.3,106.8,162,4,85.0,6.2
Preston Rogers,FGCU,106.8,106.8,376,7,82.4,5.6
Carson Kiethly,ASU_RED,103.4,106.8,312,7,82.4,5.4
Carson Fischer,MIA_HUR,107.2,106.8,464,9,87.5,5.6
Carson Lane,UNL_REB,106.2,106.8,941,8,88.7,6.4
Braeden Major,CAT_IND,97.0,106.8,199,7,80.7,5.5
Mac Stiffler,WES_MOU,109.6,106.8,250,6,87.2,6.2
Tyler McKinstry,WMI_BRO,104.1,106.8,509,6,84.6,6.0
Jack Nobe,XAV_MUS,105.3,106.8,722,8,87.6,6.0
Dillon Ryan,RUT_SCA,103.2,106.8,522,7,85.1,5.9
Bryce Leedle,THO_M,106.5,106.8,204,6,87.0,5.5
Justin England,POI_UNI,87.6,106.8,20,5,79.1,5.9
Michael Riley,CSU_BAK,99.6,106.8,496,5,88.2,5.3
Athan Kroll,DAL_PAT,107.5,106.8,162,6,85.5,5.3
Mavrick Rizy,LSU_TIG,116.3,106.8,477,8,91.8,5.8
Brody Owens,PAT_HEN,91.4,106.8,6,2,84.9,4.7
Cristien Banda,LON_DIR,109.2,106.8,300,6,86.8,5.8
Caleb Bunch,BAY_BEA,97.8,106.8,546,8,81.7,6.0
Miller Riggins,SAM_BUL,100.8,106.8,1149,9,85.5,6.2
Braydon Kersey,MER_BEA,106.2,106.8,670,7,89.4,6.1
Nic Peterson,SAN_GAU,103.8,106.8,243,6,86.0,5.4
Cooper Parks,SOU_GAM,105.5,106.7,114,6,87.8,6.1
Tristan Potts,NOR_WOL,104.0,106.7,103,8,79.3,5.4
Jackson Pickelsimer,SEM_STA,94.9,106.7,38,3,79.8,6.0
Chace Chaplin,YAL_BUL,90.9,106.7,38,2,81.5,5.9
Garrett Peters,WRI_RAI,97.6,106.7,484,7,81.7,5.6
Owen Puk,FLO_PAN,113.6,106.7,590,7,87.7,6.2
Blake Hagerty,AZU_PAC,97.8,106.7,71,3,76.8,5.5
William Jaun,COR_BRE,102.6,106.7,383,8,82.6,5.9
Reyn Watson,APP_MOU,111.9,106.7,291,7,84.4,5.5
Bret Potter,LEW_CLA,91.4,106.7,12,2,82.9,6.6
Tiernan Powers,EAS_CON,93.4,106.7,44,2,78.2,6.5
Jackson Barberi,FLA_GAT,117.9,106.7,579,7,89.7,5.0
Brayden May,TEN_VOL,104.7,106.7,21,3,82.5,4.9
Logan Schulfer,UWM_PAN,109.0,106.7,382,8,87.6,4.9
Jake Stipp,TAM_SPA,94.4,106.7,71,3,82.0,6.0
Ben Cherico,SLU_BILL,106.8,106.7,137,5,86.4,6.2
Luke Jackman,VIR_TEC,108.9,106.7,336,5,88.4,6.2
Louis Rodriguez,TCU_HFG,104.1,106.7,671,8,86.0,5.9
Elijah Dew,JOH_UNI,98.1,106.6,25,4,84.9,5.5
Jaxon Lucas,NOR_WOL,108.3,106.6,308,5,84.5,6.0
Payne Stolsworth,CAT_IND,104.3,106.6,100,5,84.8,6.3
Joseph McMannis,MAR_TER,102.1,106.6,661,8,88.5,6.7
Trey Maeker,BEL_BRU,107.9,106.6,441,5,84.0,6.4
Andrew Luczak,TOW_TIG,110.3,106.6,540,5,85.5,6.0
Alex Ramos,LON_DIR,101.8,106.6,348,6,83.3,5.2
Nick Guidas,KS_GF,100.7,106.6,175,5,82.5,5.9
Garrett Patterson,CSD_TRI,101.8,106.6,19,2,83.7,5.5
Nathan Mertens,SOU_RED,104.2,106.6,892,6,86.4,5.6
Michael Yeager,VIR_CAV,99.5,106.6,84,5,85.8,5.4
Breyllin Suriel,IND_SYC,109.1,106.6,812,8,86.3,5.9
Drew Maust,ALV_CCO,109.7,106.6,69,5,89.2,6.2
Brad Pruett,ECU_PIR,115.7,106.6,976,10,86.7,5.3
Nathan Lawson,EKU_COL,101.4,106.6,608,8,83.6,5.9
John Slover,DEL_VAL,81.4,106.6,56,4,75.2,5.3
John Whitney,SAM_BUL,112.0,106.6,210,5,85.7,5.4
Noah Williamson,WRI_RAI,98.0,106.6,117,4,83.4,5.5
Bryce Loeger,DAR_GRE,102.4,106.6,481,9,82.3,5.9
Grant Garza,UNI_TEX,98.8,106.6,141,5,82.9,5.7
Blake MacMillan,NOR_CAT,99.2,106.6,850,6,83.2,5.3
Jared Lessman,LOU_CAR,106.2,106.6,201,6,85.0,5.4
Will Howell,MT,109.6,106.6,469,5,88.2,6.3
Ty Morris,MAR_RED,88.5,106.6,87,4,79.1,5.7
Karson Bonaparte,JAC_GAM,96.3,106.6,721,10,86.1,5.8
Jack Finn,ILL_RED,110.2,106.6,77,4,84.2,6.4
Ty Ruhl,KAN_WIL,103.7,106.6,584,10,88.2,5.8
Brennyn Cutts,LOU_CAR,99.6,106.5,551,9,86.3,5.9
Braden Ostrander,FAU_OWL,109.6,106.5,134,6,87.8,5.4
Justin Spiegel,VIR_KEY,110.0,106.5,566,9,85.2,5.1
Ryan Redmond,SAC_PIO,102.5,106.5,70,4,83.8,5.7
Jacob Rogers,TEX_RAI,112.8,106.5,109,7,91.9,5.7
Owen Tross,MID_COL,106.5,106.5,104,4,87.0,6.1
Bryan Arendt,UNC_SEA,118.2,106.5,89,6,92.9,6.0
Edward Werse,NJI_HIG,107.2,106.5,164,6,83.2,6.3
Jack Swarbrick,EMO_HEN,99.0,106.5,137,7,86.0,5.8
Matt Porter,PIT_PAN,107.6,106.5,529,8,83.2,6.0
Griffin Miller,MAR_THU,103.8,106.5,1155,7,83.8,5.1
Jack Bell,MIS_COL1,109.4,106.5,44,3,83.7,6.3
Keni Ishikawa,SEA_RED,108.2,106.5,688,7,83.9,6.1
Ryan Halamicek,CAL_MAT,100.7,106.5,1180,6,84.8,5.3
Hayden Smith,KEN_WIL,105.6,106.5,149,6,84.2,5.6
McCall Biemiller,FLA_GAT,112.8,106.5,275,5,85.1,5.4
Andrew Johnson,SOU_TRO,94.3,106.5,872,8,83.8,6.2
Brad Nardi,ROS_FIG,98.1,106.5,74,4,78.9,6.0
Elijah Underhill,EKU_COL,118.2,106.5,554,6,90.6,6.3
Caleb Lingenfelter,LIB_FLA,105.4,106.5,406,7,86.7,5.4
Caden Wooster,SAN_BRO,109.2,106.5,427,4,89.5,6.4
Hunter Allen,MAR_HAW,106.0,106.5,192,6,80.1,5.8
Matthew Lorenzano,SOU_RED,106.9,106.5,115,7,86.4,6.2
Trey Jackson,VAL_BLA,84.0,106.5,12,2,84.6,5.4
Anthony Diaz,SAN_JAC,96.9,106.5,306,4,83.1,6.3
Garren Rizzo,SOU_TRO,106.6,106.5,171,3,83.7,5.7
Parker Edwards,HBU_HUS,102.9,106.5,369,6,88.0,5.8
Payton Barton,UIC_FLA,106.6,106.5,137,5,84.8,6.1
Jake Hitchcock,TRU_MCC,93.8,106.5,21,3,76.6,5.1
Destin Allen-Fox,CAL_MAT,118.3,106.5,20,4,85.6,6.4
Nicholas Weyrich,MAR_THU,100.3,106.5,613,5,87.5,5.8
Nathan Ross,CEN_MIC,111.5,106.5,444,5,85.8,5.6
Will Eldridge,IU,118.5,106.5,89,2,88.9,5.5
Jake Lankie,GIT_YEL,104.0,106.5,179,7,86.1,5.7
Jake Wagoner,MAR_LIO,99.7,106.4,161,8,85.0,6.5
Hayden Lewis,NMS_AGG,105.5,106.4,386,5,88.0,6.0
Phil Hood,MAS_INS,97.4,106.4,30,4,80.6,5.8
Brandon Bak,UIC_FLA,96.9,106.4,497,7,82.0,4.9
Nick Biasi,CAM_CAM,118.1,106.4,164,6,84.1,5.6
Juan Miguel Fernandez,STU_BOB,105.0,106.4,695,6,83.5,5.2
Caylon Dygert,ARL_MAV,100.3,106.4,993,9,86.3,6.1
Isaac Evaniew,ORE_DUC,94.9,106.4,16,3,83.8,5.8
Roman Kimball,SOU_GAM,119.2,106.4,140,5,86.6,6.1
Jeremy Fox,AVE_MAR,105.5,106.4,153,6,83.2,5.5
Matt Boyer,PEP_WAV,97.4,106.4,357,7,86.8,6.1
Nick Dugan,STA_CAR,108.1,106.4,804,8,84.9,6.4
Grant Adler,WIC_SHO,103.3,106.4,1151,9,82.2,5.9
Rowan Park,Wal_Sen,99.9,106.4,70,4,82.3,4.7
Owen Stewart,GEO_PAT,106.9,106.4,137,5,85.1,5.9
Robert Fortenberry,MSU_BDG,106.8,106.4,82,6,85.5,6.4
Erik Hoffberg,GON_BUL,114.8,106.4,747,9,82.4,5.5
Zack James,TCU_HFG,104.7,106.4,349,6,86.7,6.0
Beau Elson,FOR_RAM,108.7,106.4,745,7,85.6,5.8
Kade Manderscheid,WES_FLO5,103.1,106.4,114,3,85.8,5.6
Joey Mundt,ORE_BEA,123.0,106.4,258,6,83.1,5.9
Chris Adams,MAR_UNI3,103.1,106.3,115,3,85.7,5.6
Joe Allen,CLE_TIG,114.1,106.3,427,10,83.6,5.0
Noah Magee,LOU_BUL,104.5,106.3,247,8,86.7,6.1
Henry Chabot,CHA_UNI,109.1,106.3,740,6,84.5,5.6
Cade Montgomery,DIX_STE,104.2,106.3,680,7,89.8,6.3
Billy Gregory,GRA_CAN,113.3,106.3,224,4,86.9,6.1
Douglas Crystal,CYP_CHR,110.3,106.3,205,5,85.4,5.3
Landon Price,OHI_BOB,88.1,106.3,35,3,78.0,5.8
Andrew Horn,MTSU_BLU,109.4,106.3,816,6,86.4,5.5
Matthew Jenkins,FLA_GAT,120.6,106.3,295,4,90.2,6.2
Joe Skapinetz,LAF_LEP,94.7,106.3,1030,8,85.2,6.8
John Kwiatkowski,BOC_EAG,100.7,106.3,311,6,84.6,6.0
Dylan Goff,CAL_FUL,98.3,106.3,160,4,87.3,6.4
Andrew Kribbs,CHA_FOR,107.9,106.3,963,7,85.5,5.2
Reece Bueno,CAL_MUS,116.7,106.3,222,6,85.7,5.7
Omar Serrano,SAN_AZT,104.9,106.3,1072,6,86.6,6.3
Carson Jasa,NEB,111.5,106.3,358,7,90.1,6.0
Ryan Castillo,MEX_LOB,102.0,106.3,539,6,84.4,5.7
Jeter Fulbright,UNI_THE1,87.6,106.3,38,3,73.3,5.8
Nathan Shane,LYN_UNI,98.5,106.3,36,2,81.4,4.6
Tim Tyler,JMU_DUK,101.2,106.3,150,5,83.4,5.8
Anthony Alvarez,SAN_FRA3,109.4,106.3,30,3,88.1,5.2
Max Winders,WES_HIL,101.9,106.3,26,3,84.6,6.6
Brett Dunham,NOR_HUS,107.6,106.3,158,3,84.3,5.9
Cody Little,APP_MOU,103.8,106.3,488,6,85.3,6.2
Ryan Buckler,FAU_OWL,106.7,106.3,71,6,83.1,5.8
Champ Davis,WOF_TER,104.3,106.3,341,5,77.9,5.7
Clay Hendry,NOF_OSP,107.1,106.3,250,6,84.0,5.1
Anthony Hausner,CIT_BUL,100.1,106.3,229,6,84.0,5.9
Gavin Marley,LEN_BEA,108.2,106.2,248,4,88.8,6.0
Bryan Green,CAL_AGO,99.7,106.2,543,7,84.8,5.8
Ethan Marmie,CAL_MUS,106.6,106.2,830,8,92.1,5.9
Bradley Gilbert,WAS_HUS,108.8,106.2,204,4,84.8,5.4
Max Patterson,CHA_UNI1,94.5,106.2,45,3,80.4,5.3
Brady Louck,FLO_SEM,118.0,106.2,186,7,87.7,5.7
Colin McNiven,CLA_CLA,94.2,106.2,78,4,78.6,5.6
Ian Brown,NAV_MID,104.8,106.2,7,2,82.5,5.1
Jackson Elder,UTA_UTE,102.0,106.2,55,5,89.2,5.6
Hunter Garrett,VIR_WIS,90.7,106.2,22,4,76.7,5.8
Cole Torbett,MTSU_BLU,97.8,106.2,582,7,81.5,5.2
Nolan Peel,RUT_SCA,102.1,106.2,462,5,86.9,6.0
Aidan Weaver,DUK_BLU,106.2,106.2,279,5,91.1,6.7
Hayden Tarsia,BIN_BEA,104.1,106.2,689,8,83.5,6.0
Brooks Rice,SAM_BUL,111.3,106.2,369,7,86.4,5.8
Mitchell Berger,EKU_COL,107.7,106.2,216,6,88.3,5.5
Davis Luikart,WES_TEX,109.0,106.2,31,2,87.9,6.2
Chase Herrell,OSU_BUC,106.4,106.2,435,7,85.2,6.3
Charlie Cariello,BAT_COL,91.0,106.2,31,4,76.6,6.2
Julian Balzer,WEB_INT1,107.4,106.2,154,4,82.3,5.3
Halton Hardy,KEN_OWL,103.4,106.2,473,6,85.5,5.8
Gavin Galy,ASU_RED,93.9,106.2,528,8,82.5,5.2
Beau Bryans,ALA_CRI,113.5,106.2,225,4,91.4,5.4
Jordan Falco,RUT_SCA,102.0,106.2,376,4,86.7,6.4
Mason Estrada,MAS_INS,133.4,106.1,42,2,90.7,6.2
Garrett Yawn,LON_ISL22,96.5,106.1,615,6,80.5,6.4
Tate Farquhar,MIC_SPA,100.9,106.1,737,6,86.0,5.6
Clark Driscoll,VIR_KEY,110.3,106.1,262,6,86.7,4.8
Logan Runde,FLO_PAN,101.2,106.1,837,7,86.2,5.5
Levi Abbott,CAN_GRI,107.4,106.1,136,5,83.0,5.3
Tyler Kane,RUT_SCA,112.1,106.1,30,4,85.9,5.9
Hogan Shelby,SAN_JAC,111.0,106.1,156,3,85.3,6.1
Luke Nichols,LOU_BUL,101.7,106.1,674,7,85.7,5.8
Taylor Rabe,OLE_REB,103.3,106.1,145,6,91.3,6.0
Jake Pollaro,DEL_BLU,106.1,106.1,491,7,86.0,6.3
Cullen Horowicz,SAM_BUL,120.4,106.1,190,5,92.4,5.5
Jeb Bartle,UTM_SKY,104.4,106.1,214,3,87.1,5.9
Julian Orozco,CAL_LAN,106.0,106.1,499,7,82.1,5.2
Jonas Aponick,GEO_COL,97.2,106.1,389,5,79.0,6.1
Logan Lappiere,SOU_UNI,115.1,106.1,102,5,91.0,5.7
Adam Tubbs,ULM_WAR,104.0,106.1,290,6,80.8,5.2
Dylan Morrill,ALA_LIO,104.4,106.0,275,7,86.0,5.8
Oliver Wood,CIT_BUL,101.5,106.0,432,7,82.1,5.5
Joey White,GEO_EAG,111.9,106.0,524,6,85.0,6.0
Matthew VanOstenbridge,PEN_NIT,101.0,106.0,580,5,75.1,5.2
Tate McKee,GIT_YEL,112.6,106.0,1110,7,87.4,5.6
Ethan Bobo,FLA_COL,95.8,106.0,79,3,81.9,6.0
Dawson Ables,MOU_OLV,96.0,106.0,13,3,79.9,4.8
Drew Wenske,WHA_JUC,94.6,106.0,30,2,86.2,5.8
Gunnar Penzkover,GRA_CAN,99.1,106.0,308,6,85.9,5.3
Reece Lawler,UIC_FLA,102.0,106.0,228,6,89.8,6.3
Andrew Overland,SAC_HOR,99.9,106.0,33,5,83.4,6.0
Brandon Haston,JAC_TIG,95.9,106.0,161,4,82.2,5.1
Jonathan Adelmann,BUC_BIS,108.5,106.0,554,6,86.9,6.0
Owen Sarna,WIN_EAG,101.1,106.0,904,7,85.0,5.7
Brian Crooms,GEO_PAN,104.1,106.0,731,6,86.0,5.7
Matt Cunningham,UMBC_RET,103.5,106.0,167,4,84.3,4.5
Peyton Rodgers,SAN_AZT,98.2,106.0,698,7,86.2,5.0
LJ Mercurius,UNL_REB,107.0,106.0,574,7,87.6,6.2
Tony Caldwell,MIS_BAP,110.1,106.0,37,2,84.1,5.2
Ethan Lay,SAC_HOR,102.7,106.0,917,7,85.4,5.9
Cole Syverson,NEW_PRI,98.3,106.0,128,5,83.0,6.0
Michael Addari,ILL_RED,106.6,106.0,245,5,84.5,6.4
Landon Fulk,MIA_RED,106.1,106.0,308,5,86.8,4.9
Ryne Palmer,CAL_LAN,109.0,106.0,158,5,86.3,6.9
Trace Hartman,CHA_GOL,94.4,105.9,44,3,88.1,5.4
Sebastian Griffeth,ALB_STA,84.6,105.9,7,2,81.0,5.9
Qorey Houston-Cecaci,SIM_UNI,87.6,105.9,25,3,72.8,5.6
Spencer Bauer,UCF_KNI,111.4,105.9,227,7,89.9,5.8
Tyler Pitzer,SOU_GAM,112.4,105.9,548,6,85.7,5.7
Luke Lirette,SOU_LIO,109.1,105.9,401,5,85.6,5.8
Ashton Johnson,BYU_COU,95.7,105.9,558,8,83.6,6.1
Jacob Nester,EMO_HEN,94.2,105.9,375,5,82.4,5.9
Caleb Anderson,FRE_BUL,108.9,105.9,423,8,85.2,5.6
Garret Plata,STM_GAE,103.2,105.9,535,7,83.3,5.6
Peyton Fosher,NEV_WOL,104.4,105.9,1025,7,86.4,6.1
Garrett Ahern,GRA_CAN,102.0,105.9,440,4,87.5,5.8
Merek Shannon,USC_PAC,96.8,105.9,2,1,89.7,5.8
Ryan Beaird,TAR_TEX,119.7,105.9,129,4,89.0,5.6
Drake Fontenot,DEL_STA,104.3,105.9,103,3,83.4,5.1
Chance Key,GRA_CAN,99.7,105.9,461,6,86.4,6.0
Ed Wagner,CHA_FOR,107.2,105.9,323,7,86.1,6.0
Bryson Bales,BAY_BEA,110.1,105.9,679,7,88.8,5.9
Dylan Marionneaux,NOR_DEM,103.9,105.9,223,5,84.5,5.7
David Rossow,CAM_CAM,108.7,105.9,853,10,89.0,5.5
Landon Kruer,NAV_MID,108.3,105.9,462,5,88.9,5.5
Jt Schnoor,MSU_BDG,114.6,105.9,26,4,87.8,7.0
Joseph Giordano,RIC_SPI,103.4,105.9,325,8,82.5,5.2
Kade Grundy,GEO_EAG,101.7,105.9,1117,7,86.2,5.4
Joshua Martinez,CAL_HIG,100.2,105.8,337,6,84.7,6.3
Hayden Collins,EKU_COL,100.1,105.8,325,5,81.1,5.9
Jackson Holmes,MIS_BEA,108.7,105.8,657,9,87.7,5.1
Gavin Oswald,ALA_LIO,107.6,105.8,147,5,83.3,6.0
Mack Ortner,IOW_WES,109.6,105.8,47,3,81.1,5.2
Levent Eldem,FGCU,103.4,105.8,220,6,85.7,5.9
Brant Melancon,SOU_LIO,115.1,105.8,68,1,86.2,6.5
Camden Wimbish,NOR_WOL,123.3,105.8,184,5,88.7,6.1
Jarryd Wood,PAC_TIG,97.3,105.8,227,4,83.5,5.3
Jordan Lopez,CAL_BEA,101.2,105.8,391,7,82.0,5.3
Noah Toney,UNI_COL,92.3,105.8,36,3,85.2,6.2
Jordan Fisher,APP_MOU,105.9,105.8,356,5,88.6,6.0
Kevin Kell,FAI_STA,110.4,105.8,155,5,86.3,6.3
Jackson Roberts,CAM_CAM,107.5,105.8,537,8,82.7,5.3
Karsten Sweum,GON_BUL,113.8,105.8,337,4,87.6,5.8
Bryce Hawkins,MER_BEA,99.6,105.8,326,6,87.6,5.3
Matthew Weidkamp,OKL_WES,98.7,105.8,38,5,82.9,5.3
JC Gutierrez,WHA_JUC,105.2,105.8,46,3,85.6,5.8
Bryce Turner,FLO_PAN,95.8,105.8,221,5,80.9,6.8
Landon Salvesen,UTS_EAG,104.1,105.8,121,5,84.4,6.0
Drew Bellis,UCF_KNI,117.2,105.8,37,4,82.9,6.1
Dylan Blomquist,UNI_TEX,99.7,105.8,313,4,81.9,5.5
Luke Craytor,VIR_TEC,109.5,105.8,405,7,91.2,6.1
Darin Horn,COA_CHA,109.7,105.8,371,6,86.7,5.6
Anthony Garcia,ARL_MAV,102.3,105.8,323,7,88.1,5.6
David Dean,TEX_ISL,102.8,105.8,136,5,82.0,5.7
Joe Bordelon,NIC_COL,109.3,105.8,372,6,82.5,4.5
Arren Hash,BEL_KNI,95.0,105.8,348,6,83.1,5.7
Todd Mozoki,JMU_DUK,109.9,105.8,940,10,86.8,5.6
Brandon Scheurer,CIN_BEA,107.5,105.7,510,8,86.9,6.2
Rhys Stevens,ARL_MAV,105.4,105.7,491,9,85.7,4.6
Derek Desmarais,TUF_UNI,101.9,105.7,143,4,84.8,5.9
Gabe Gifford,MAI_BLA,113.6,105.7,215,5,86.1,6.6
Colin Murphy,LIN_MEM,102.0,105.7,266,6,83.2,5.5
Daniel Cardona,TEX_A&M1,112.9,105.7,62,4,84.5,5.3
Harrison Hoiekvam,CON_UNI2,99.4,105.7,54,3,81.8,6.1
Ryan Featherston,ORE_DUC,102.4,105.7,471,6,84.0,5.8
Jack DeTienne,XAV_MUS,114.3,105.7,395,4,88.2,6.0
Ashton Deskins,GEO_COL2,83.6,105.7,18,3,85.0,6.0
Jonny Stevens,MTSU_BLU,95.4,105.7,17,4,85.3,4.6
Jacob Sitton,UTM_SKY,108.0,105.7,158,4,87.3,6.3
David Eckaus,FLO_PAN,112.6,105.7,471,5,85.0,5.9
Matthew Taubensee,NOR_GRE,113.3,105.7,79,4,85.6,6.0
Casen Murphy,LOU_CAR,101.6,105.7,349,8,84.1,5.1
Mason Pennington,SOU_RED,98.3,105.7,295,5,85.4,6.4
Tyler Stott,OLD_MON,98.1,105.7,125,5,83.9,5.5
Colby Diaz,TEX_BOB,110.8,105.7,320,5,86.5,6.0
Caden Kickhaefer,SOU_RED,106.0,105.7,427,6,79.4,6.6
Liam O'Brien,HAW_WAR,112.3,105.7,160,4,88.8,5.4
Mike Eggert,COL_CHA,95.7,105.7,148,4,80.5,5.3
Ben Barrett,FLO_SEM,115.4,105.7,247,6,90.6,6.1
Sebastian Stevens,UNI_FIN,88.9,105.7,79,3,78.5,6.3
Cade Dressler,VCU_RAM,107.1,105.7,748,7,84.5,6.5
Hayden Hall,CAL_MAT,101.8,105.7,493,7,82.7,5.4
Mason Tokarz-Deram,LOR_DUH,87.7,105.7,17,2,74.8,5.1
Brock Lucas,MIZ_TIG,101.5,105.7,860,7,85.0,6.4
Jacob Smoot,MAN_JAS,96.2,105.7,119,6,78.3,5.6
Jack Griffiths,BUT_BUL,108.9,105.7,302,6,86.5,6.1
Brendan Asher,ORA_GOL,103.5,105.7,369,5,85.6,5.8
Harley Vicchrilli,UTS_EAG,106.1,105.7,48,4,81.5,5.7
Dillon Schueler,UIC_FLA,101.7,105.7,867,6,86.9,6.5
Dylan Stewart,PEP_WAV,107.3,105.6,728,4,84.2,6.5
